Recommended to have a backup save in case something goes wrong.
-Default save location: C:\USERNAME\Documents\Need for Speed Heat "SaveGame" folder.

###CurrencyItemData###
22087748: 					BankCurrency
2223459: 					Car_Volvo_242DL_1975_HeadLights_SetAcYl
32805017: 					Car_Ford_MustangGT_2015_HeadLights_SetAcRb
57587322: 					Car_Audi_S5_2017_HeadLights_SetAcBu
33898643: 					Car_McLaren_570S_2015_HeadLights_SetAcPr
29645572: 					Car_Ford_Explorer_2011_TailLights_SetA
7984845: 					Car_Nissan_GTRSkylineKPGC10_1971_HeadLights_SetM
41099807: 					Car_RangeRover_SportSVR_2018_HeadLights_SetAcYl
39487771: 					Car_Plymouth_Barracuda_1970_TailLights_SetD
34394138: 					Car_BMW_M3E30Evo2_1988_HeadLights_SetAcBu
41299382: 					Car_Nissan_350Z_2006_TailLights_SetAcSm
15267474: 					Car_Pontiac_TransAm_1977_TailLights_SetA
58511649: 					Car_Pontiac_TransAm_1977_TailLights_SetB
33853056: 					Car_BMW_M4_2017_HeadLights_SetAcBu
56954228: 					Bike_Honda_CB1100EX_2018_TailLights_SetA
20239905: 					Car_McLaren_P1GTRIcon_2015_HeadLights_SetA
29085736: 					Car_BMW_M5_2017_HeadLights_SetAcBu
12475939: 					Car_Volvo_Amazon_1970_TailLights_SetBcSm
38809167: 					Car_Plymouth_Barracuda_1970_HeadLights_SetA
63783497: 					Car_Chevrolet_CamaroZ28_2014_TailLights_SetAcBk
20435280: 					Car_Nissan_SkylineGTRVSpecR32_1993_TailLights_SetCcSm
4866270: 					Car_Honda_S2000UltimateEdition_2009_TailLights_SetAcBk
1177369985: 					Car_Honda_CivicTypeR_2000_TailLights_SetA
19858383: 					Car_Plymouth_Barracuda_1970_TailLights_SetB
41485229: 					Car_BMW_M4_2017_TailLights_SetGTS
33967087: 					Car_Mitsubishi_EvolutionX_2008_HeadLights_SetAcRb
66858821: 					Car_Chevrolet_BelAir_1955_HeadLights_SetAcPr
11194208: 					Car_Lamborghini_DiabloSuperVeloce_1995_HeadLights_SetB
45680598: 					Car_Volkswagen_GolfGTi_2016_HeadLights_SetAcBu
25536188: 					Car_Koenigsegg_Regera_2015_HeadLights_SetAcBu
33310915: 					Car_SRT_ViperGTS_2014_HeadLights_SetAcYl
24810947: 					Car_RangeRover_SportSVR_2018_HeadLights_SetAcPr
1558015: 					Car_Subaru_BRZPremium_2014_HeadLights_SetAcBu
24278593: 					Car_Volvo_Amazon_1970_HeadLights_SetBcBu
49867595: 					Car_Volvo_242DL_1975_HeadLights_SetAcBu
4735158: 					Car_Porsche_911CarreraS993_1997_HeadLights_SetAcYl
46169270: 					Car_Dodge_ChallengerSRT_2014_TailLights_SetAcSm
13857605: 					Car_Nissan_SilviaSpecR_2002_HeadLights_SetBcRb
908444327: 					Car_Mazda_MX5_1996_HeadLights_SetF
54578021: 					Car_Ferrari_LaFerrari_2016_TailLights_SetA
66227771: 					Car_Nissan_SkylineGTRVSpecR32_1993_HeadLights_SetAcBu
62903453: 					Car_Lamborghini_MurcielagoSV_2010_HeadLights_SetAcYl
12642273: 					Car_Ferrari_458Italia_2014_HeadLights_SetAcBu
44789048: 					Car_BMW_M5_2017_TailLights_SetA
532231: 					Car_Ferrari_LaFerrari_2016_TailLights_SetFXX
3404365: 					Car_Nissan_GTRSkylineKPGC10_1971_HeadLights_SetAcRb
22814885: 					Car_Lamborghini_MurcielagoSV_2010_TailLights_SetAcSm
19741937: 					Car_Volvo_Amazon_1970_HeadLights_SetAcSm
34101720: 					Car_Chevrolet_CorvetteZ06_2013_HeadLights_SetAcPr
65049584: 					Car_Nissan_SkylineGTRVSpecR32_1993_HeadLights_SetAcPr
39114147: 					Car_McLaren_570S_2015_HeadLights_SetAcSm
21029439: 					Car_Ferrari_F40_1988_HeadLights_SetA
14321717: 					Car_Acura_NSX_2019_TailLights_SetA
2891996097: 					Car_Volkswagen_GolfGti_1974_HeadLights_SetA
39439224: 					Car_Chevrolet_ColoradoZR2_2017_TailLights_SetD
51643062: 					Car_MercedesBenz_AMGA45_2016_TailLights_SetAcBk
27003645: 					Car_Nissan_350Z_2006_HeadLights_SetCCM
46163051: 					Car_Lotus_ExigeS_2006_HeadLights_SetAcRb
1325307987: 					Car_Dodge_ChallengerSRT_2014_HeadLights_SetXK
18555962: 					Car_Ford_F150Raptor_2017_TailLights_SetAcBk
10378837: 					Car_Chevrolet_C10PickupStepside_1965_TailLights_SetA
4245324769: 					Car_Nissan_SkylineGTRVSpecR32_1993_TailLights_SetA
58371171: 					Car_AstonMartin_DB5_1964_HeadLights_SetA
2525668: 					Car_Generic_ArmouredTruck_2009_TailLights_SetA
16078080: 					Car_Polestar_1_2020_HeadLights_SetAcRb
36489971: 					Car_Nissan_GTR_2017_HeadLights_SetAcSm
325937: 					Car_Nissan_GTR_2017_HeadLights_SetAcRb
53406436: 					Car_Ford_Mustang_1965_TailLights_SetAcSm
40262464: 					Car_Chevrolet_CamaroZ28_2014_HeadLights_SetXAcRb
22931914: 					Car_Nissan_SkylineGTRVspecR34_1999_HeadLights_SetAcSm
41942133: 					Car_Honda_CivicTypeR_2015_TailLights_SetAcBk
7704039: 					Car_Honda_S2000UltimateEdition_2009_HeadLights_SetAcSm
2975319233: 					Car_BMW_M2Competition_2018_TailLights_SetA
35507867: 					Car_Pontiac_TransAm_1977_HeadLights_SetAcRb
59098976: 					Car_AstonMartin_DB5_1964_TailLights_SetA
3604034049: 					Car_Ford_MustangBoss302_1969_HeadLights_SetA
27793419: 					Car_Honda_CivicTypeR_2000_HeadLights_SetAcBu
25989307: 					Car_Chevrolet_CamaroZ28_2014_HeadLights_SetAcBu
62793864: 					Car_Ferrari_LaFerrari_2016_HeadLights_SetA
32546574: 					Car_MercedesBenz_C63AMG_2017_HeadLights_SetA
10670870: 					Car_Chevrolet_ColoradoZR2_2017_HeadLights_SetAcPr
66689808: 					Car_BMW_M3E30Evo2_1988_HeadLights_SetAcYl
63971851: 					Car_Mazda_MX5_2015_HeadLights_SetAcSm
13397375: 					Car_Chevrolet_CamaroZ28_2014_HeadLights_SetXA
62648893: 					Car_Nissan_SilviaSpecR_2002_HeadLights_SetBcYl
16956492: 					Car_Volkswagen_Beetle_1963_HeadLights_SetAcBu
1208664403: 					Car_Volkswagen_GolfGti_1974_HeadLights_SetXK
54678390: 					Car_Nissan_GTR_2017_TailLights_SetAcSm
8501748: 					Car_Nissan_SkylineGTRVSpecR32_1993_TailLights_SetCcBk
62417199: 					Car_RangeRover_SportSVR_2018_TailLights_SetAcBk
4353017: 					Car_AlfaRomeo_GiuliaQV_2016_HeadLights_SetB
12660280: 					Car_Audi_R8V10_2019_HeadLights_SetAcSm
3407439489: 					Car_BMW_M3E30Evo2_1988_TailLights_SetA
28166349: 					Car_Infiniti_Q60S_2017_HeadLights_SetAcSm
63246068: 					Car_Honda_CivicTypeR_2015_HeadLights_SetAcSm
11431224: 					Car_Nissan_350Z_2006_TailLights_SetRCH
56919876: 					Car_Nissan_GTR_2017_TailLights_SetAcBk
18086035: 					Car_Mazda_MX5_2015_HeadLights_SetAcPr
26440472: 					Car_Buick_GrandNational_1987_TailLights_SetAcBk
34266895: 					Car_AstonMartin_DB5_1964_HeadLights_SetB
486839425: 					Car_Subaru_ImprezaWRX_2010_HeadLights_SetA
1463628833: 					Car_Porsche_9912GTRS_2018_HeadLights_SetA
42733791: 					Car_Lamborghini_Countach_1989_TailLights_SetA
45104489: 					Car_LandRover_Defender110_2017_HeadLights_SetA
3332676833: 					Car_McLaren_570S_2015_TailLights_SetA
40616926: 					Car_Subaru_BRZPremium_2014_HeadLights_SetAcPr
51759457: 					Car_Lamborghini_DiabloSuperVeloce_1995_TailLights_SetAcBk
64634061: 					Car_Koenigsegg_Regera_2015_TailLights_SetB
8881911: 					Car_Chevrolet_CorvetteZ06_2013_TailLights_SetAcSm
40362031: 					Car_Koenigsegg_Regera_2015_HeadLights_SetA
18575815: 					Car_Chevrolet_CorvetteZ06_2013_HeadLights_SetAcRb
26244321: 					Car_Mercury_Cougar_1967_HeadLights_SetA
58388115: 					Car_BMW_M4_2017_HeadLights_SetAcYl
8542914: 					Car_Nissan_Fairlady240ZG_1971_HeadLights_SetAcRb
45315232: 					Car_Lamborghini_HuracanLP580_2018_HeadLights_SetAcSm
18367461: 					Car_Chevrolet_CamaroSS_1967_HeadLights_SetAcPr
18330000: 					Car_Volvo_Amazon_1970_HeadLights_SetAcPr
66135641: 					Car_Mini_CountrymanJCW_2017_TailLights_SetAcBk
4263469441: 					Car_Chevrolet_CamaroZ28_2014_HeadLights_SetA
3061293699: 					Car_Ford_MustangBoss302_1969_HeadLights_SetC
10229636: 					Car_Ferrari_458Italia_2014_HeadLights_SetAcRb
46704832: 					Car_AstonMartin_Vulcan_2017_HeadLights_SetAcSm
42297972: 					Car_Acura_NSX_2019_HeadLights_SetAcRb
21788966: 					Car_Chevrolet_ColoradoZR2_2017_HeadLights_SetAcYl
64331899: 					Car_Nissan_370Z_2019_HeadLights_SetAcBu
28951301: 					Car_Subaru_ImprezaWRXSTi_2006_HeadLights_SetAcYl
7757856: 					Car_Honda_CivicTypeR_2000_TailLights_SetAcSm
12265647: 					Car_LandRover_Defender110_2017_HeadLights_SetBcYl
33108117: 					Car_Porsche_911CarreraRSR_1974_HeadLights_SetAcPr
3821779: 					Car_BMW_M3E46_2003_TailLights_SetAcSm
1775747850: 					Car_Nissan_GTRSkylineKPGC10_1971_HeadLights_SetJ
48482720: 					Car_Dodge_Charger_1969_HeadLights_SetA
37257250: 					Car_Subaru_ImprezaWRXSTi_2006_HeadLights_SetAcPr
645668946: 					Car_Chevrolet_CamaroZ28_2014_HeadLights_SetXJ
22363118: 					Car_Porsche_718CaymanGTS_2018_HeadLights_SetAcSm
29595543: 					Car_BMW_M3E92Coupe_2012_TailLights_SetAcSm
12907191: 					Car_Chevrolet_C10PickupStepside_1965_HeadLights_SetAcSm
4142229331: 					Car_Lotus_ExigeS_2006_HeadLights_SetXK
65962844: 					Car_Volvo_242DL_1975_HeadLights_SetAcSm
59699874: 					Car_AstonMartin_DB11_2017_HeadLights_SetAcSm
36489846: 					Car_AlfaRomeo_GiuliaQV_2016_TailLights_SetA
20279936: 					Car_SRT_ViperGTS_2014_TailLights_SetAcBk
59443272: 					Car_LandRover_Defender110_2017_HeadLights_SetBcRb
42936842: 					Car_Nissan_SilviaSpecR_2002_HeadLights_SetAcBu
38928677: 					Car_Subaru_ImprezaWRX_2010_TailLights_SetAcSm
58394230: 					Car_BMW_M2Competition_2018_TailLights_SetAcBk
8583173: 					Car_Pagani_HuayraBC_2017_HeadLights_SetAcPR
60143387: 					Car_Audi_R8V10_2019_HeadLights_SetAcBu
41376263: 					Car_MercedesBenz_C63AMG_2017_TailLights_SetAcSm
45311471: 					Car_Mitsubishi_EvolutionMR_2008_HeadLights_SetAcBu
14288399: 					Car_Chevrolet_CamaroSS_1967_TailLights_SetA
38596619: 					Car_BMW_X6M_2016_HeadLights_SetAcRb
58161486: 					Car_McLaren_P1GTRIcon_2015_TailLights_SetA
1591866: 					Car_Porsche_911CarreraRSR_1974_HeadLights_SetAcYl
673698: 					Car_Lamborghini_Countach_1989_HeadLights_SetAcRb
26566642: 					Car_Nissan_370Z_2019_HeadLights_SetAcSm
35550666: 					Car_Nissan_350Z_2006_HeadLights_SetAcPr
2333334529: 					Car_Porsche_718CaymanGTS_2018_HeadLights_SetGT4
55568558: 					Car_Ferrari_LaFerrari_2016_TailLights_SetEVO
2505631649: 					Car_BMW_M4_2017_TailLights_SetA
53108654: 					Car_Nissan_GTR_2017_TailLights_SetA
5184448: 					Car_Porsche_718CaymanGTS_2018_TailLights_SetAcSm
7574263: 					Car_Volkswagen_Beetle_1963_TailLights_SetA
40509113: 					Car_Volvo_Amazon_1970_TailLights_SetA
1515590113: 					Car_Honda_S2000UltimateEdition_2009_HeadLights_SetA
31223590: 					Car_Pagani_HuayraBC_2017_TailLights_SetA
15923093: 					Car_Chevrolet_BelAir_1955_HeadLights_SetA
45817990: 					Car_Subaru_ImprezaWRXSTi_2006_TailLights_SetB
21409219: 					Car_Nissan_SkylineGTRVspecR34_1999_HeadLights_SetAcPr
19346271: 					Car_Pontiac_TransAm_1977_HeadLights_SetB
64172701: 					Car_Dodge_Charger_1969_TailLights_SetBcBk
54212948: 					Car_BMW_M4_2017_TailLights_SetB
29958144: 					Car_Acura_RSXS_2004_HeadLights_SetAcYl
10992944: 					Car_Nissan_SilviaSpecR_2002_TailLights_SetAcSm
18331135: 					Car_Plymouth_Barracuda_1970_HeadLights_SetAcRb
13467291: 					Car_Nissan_SilviaSpecR_2002_HeadLights_SetXKcBu
40695865: 					Car_MercedesBenz_AMGG63_2017_HeadLights_SetAcBu
26555904: 					Car_MercedesBenz_C63AMG_2017_HeadLights_SetAcRb
35343537: 					Car_Porsche_911CarreraRSR_1974_HeadLights_SetAcSm
42811147: 					Car_BMW_M3E30Evo2_1988_HeadLights_SetAcPr
57615474: 					Car_Ford_MustangBoss302_1969_TailLights_SetBcSm
12046945: 					Car_Nissan_GTRSkylineKPGC10_1971_TailLights_SetAcSm
11492515: 					Car_Chevrolet_CamaroSS_1967_TailLights_SetCcBk
65214888: 					Car_Nissan_SilviaSpecR_2002_HeadLights_SetBcBu
57167434: 					Car_Pagani_HuayraBC_2017_HeadLights_SetAcYl
48550095: 					Car_LandRover_Defender110_2017_TailLights_SetAcSm
10642411: 					Car_Lamborghini_MurcielagoSV_2010_HeadLights_SetBcBu
55363490: 					Car_RangeRover_SportSVR_2018_HeadLights_SetA
53899337: 					Car_Volkswagen_GolfGTi_2016_HeadLights_SetAcRb
3746921: 					Car_Lamborghini_DiabloSuperVeloce_1995_HeadLights_SetAcSm
20480537: 					Car_Chevrolet_ColoradoZR2_2017_HeadLights_SetD
32715828: 					Car_Ford_MustangGT_2015_TailLights_SetAcBk
13938928: 					Car_Mini_CountrymanJCW_2017_HeadLights_SetAcYl
42628629: 					Car_BMW_M3E30Evo2_1988_HeadLights_SetAcRb
27696968: 					Car_Lamborghini_DiabloSuperVeloce_1995_TailLights_SetAcSm
32877879: 					Car_Ferrari_488GTB_2016_HeadLights_SetA
35042525: 					Car_Porsche_911CarreraRSR_1974_HeadLights_SetAcRb
15728558: 					Car_Ford_CrownVictoriaPoliceInterceptor_2008_TailLights_SetA
45457680: 					Car_Ford_CrownVictoriaPoliceInterceptor_2008_HeadLights_SetA
6980482: 					Car_Nissan_SkylineGTRVSpecR32_1993_HeadLights_SetAcYl
31904537: 					Car_Chevrolet_CorvetteGS_2017_HeadLights_SetAcPr
2948608993: 					Car_Nissan_Fairlady240ZG_1971_TailLights_SetA
5107274: 					Car_Nissan_370Z_2019_TailLights_SetA
259612: 					Car_Ford_Mustang_1965_HeadLights_SetAcYl
3597836: 					Car_Acura_NSX_2019_TailLights_SetAcBk
19099283: 					Car_Mazda_RX7SpiritR_2002_Headlights_SetB
14314849: 					Car_Nissan_SkylineGTRVspecR34_1999_TailLights_SetAcSm
13495204: 					Car_MercedesBenz_AMGG63_2017_HeadLights_SetAcRb
53998763: 					Car_Koenigsegg_Regera_2015_HeadLights_SetAcYl
9796499: 					Car_Mercury_Cougar_1967_HeadLights_SetE
2539757697: 					Car_Chevrolet_CorvetteZ06_2013_HeadLights_SetA
8123863: 					Car_Mazda_MX5_1996_TailLights_SetEcBk
2951023937: 					Car_Lamborghini_MurcielagoSV_2010_HeadLights_SetA
36262494: 					Car_BMW_i8_2018_HeadLights_SetAcRb
59793014: 					Car_Polestar_1_2020_HeadLights_SetA
15973583: 					Car_BMW_M3E92Coupe_2012_TailLights_SetAcBk
12052998: 					Car_Lamborghini_HuracanLP580_2018_HeadLights_SetAcBu
2841704897: 					Car_Ford_MustangFoxbody_1990_TailLights_SetA
33126336: 					Car_MercedesBenz_AMGG63_2017_HeadLights_SetA
45563983: 					Car_Jaguar_FTypeRCoupe_2015_HeadLights_SetAcYl
24258583: 					Car_Porsche_911CarreraRSR_1974_TailLights_SetBcBk
20934437: 					Car_Chevrolet_CorvetteGS_2017_TailLights_SetZR1
12892588: 					Car_Subaru_ImprezaWRX_2010_HeadLights_SetAcSm
47114729: 					Car_Volkswagen_Beetle_1963_TailLights_SetB
13934066: 					Car_Ford_Mustang_1965_HeadLights_SetAcBu
29732696: 					Car_Porsche_918Spyder_2015_HeadLights_SetAcBu
17118623: 					Car_Acura_RSXS_2004_HeadLights_SetAcRb
19997593: 					Car_Lamborghini_DiabloSuperVeloce_1995_HeadLights_SetAcYl
44464540: 					Car_Volvo_Amazon_1970_HeadLights_SetB
32902333: 					Car_Subaru_ImprezaWRX_2010_TailLights_SetAcBk
58272507: 					Car_Chevrolet_CamaroZ28_2014_HeadLights_SetXAcPr
1542805857: 					Car_Nissan_SilviaSpecR_2002_TailLights_SetA
19967202: 					Car_Mazda_MX5_1996_HeadLights_SetFcYl
65578315: 					Car_Porsche_918Spyder_2015_TailLights_SetA
629349771: 					Car_Nissan_180sxTypeX_1996_HeadLights_SetBcSm
46451374: 					Car_Ford_GT_2017_TailLights_SetAcSm
3597391201: 					Car_Ford_Mustang_1965_HeadLights_SetA
51403349: 					Car_Pagani_HuayraBC_2017_HeadLights_SetB
3803690388: 					Car_Nissan_GTRSkylineKPGC10_1971_TailLights_SetB
21068188: 					Car_Ferrari_458Italia_2014_TailLights_SetA
4056765236: 					Car_Nissan_SkylineGTRVSpecR32_1993_HeadLights_SetXL
59006362: 					Car_Nissan_GTRSkylineKPGC10_1971_HeadLights_SetAcYl
59606773: 					Car_Lotus_ExigeS_2006_HeadLights_SetAcYl
48409221: 					Car_Ford_MustangBoss302_1969_TailLights_SetAcSm
60176437: 					Car_Ford_Mustang_1965_HeadLights_SetAcPr
47966157: 					Car_Pontiac_TransAm_1977_HeadLights_SetAcBu
325645697: 					Car_Volvo_242DL_1975_TailLights_SetA
9760945: 					Car_Ferrari_488GTB_2016_TailLights_SetAcBk
49281496: 					Car_Jaguar_FTypeRCoupe_2015_HeadLights_SetAcSm
4190436: 					Car_Volvo_242DL_1975_TailLights_SetAcSm
1845844: 					Car_Nissan_SilviaSpecR_2002_TailLights_SetAcBk
52159087: 					Car_MercedesBenz_AMGG63_2017_HeadLights_SetAcPr
3915454900: 					Car_Ford_Mustang_1965_TailLights_SetXL
3232292993: 					Car_Lamborghini_HuracanLP580_2018_HeadLights_SetA
6208142: 					Car_Dodge_Charger_1969_HeadLights_SetJ
38566016: 					Car_Mazda_MX5_1996_HeadLights_SetFcRb
4029604931: 					Car_Nissan_GTRSkylineKPGC10_1971_HeadLights_SetC
2542607553: 					Car_Nissan_180sxTypeX_1996_TailLights_SetA
4559043: 					Car_Porsche_9912GTRS_2018_HeadLights_SetAcYl
62754295: 					Car_Dodge_Charger_1969_HeadLights_SetAcBu
46328629: 					Car_Ferrari_F40_1988_HeadLights_SetAcRb
66066534: 					Car_Porsche_CarreraS_2014_HeadLights_SetAcYl
65846280: 					Car_Lamborghini_HuracanLP580_2018_HeadLights_SetAcYl
32722922: 					Car_Acura_RSXS_2004_HeadLights_SetAcSm
22650770: 					Car_Ford_Explorer_2011_HeadLights_SetA
58617130: 					Car_MercedesBenz_AMGA45_2016_TailLights_SetD
41236193: 					Car_Porsche_PanameraTurbo_2017_HeadLights_SetAcSm
15238597: 					Car_Koenigsegg_Regera_2015_HeadLights_SetAcRb
48847060: 					Car_MercedesBenz_AMGA45_2016_HeadLights_SetAcSm
29359632: 					Car_BMW_M4_2017_HeadLights_SetB
10110647: 					Car_Infiniti_Q60S_2017_HeadLights_SetAcRb
42703302: 					Car_Jaguar_FTypeRCoupe_2015_TailLights_SetAcBk
7701173: 					Car_Ford_MustangGT_2015_HeadLights_SetAcPr
65200148: 					Car_Nissan_GTRSkylineKPGC10_1971_HeadLights_SetAcSm
58495103: 					Car_Honda_S2000UltimateEdition_2009_HeadLights_SetAcYl
66594010: 					Car_Pagani_HuayraBC_2017_HeadLights_SetA
2821825921: 					Car_Ford_FocusRS_2015_HeadLights_SetA
2541042: 					Car_MercedesBenz_AMGA45_2016_HeadLights_SetAcPr
23533702: 					Car_Nissan_GTR_2017_TailLights_SetNSM
25178925: 					Car_BMW_M3E92Coupe_2012_HeadLights_SetAcBu
37273769: 					Car_Porsche_918Spyder_2015_HeadLights_SetAcSm
17458275: 					Car_Porsche_CarreraS_2014_TailLights_SetTS
24980937: 					Car_McLaren_570S_2015_TailLights_SetLT
3323065801: 					Car_Nissan_GTRSkylineKPGC10_1971_HeadLights_SetI
1241839: 					Car_Subaru_ImprezaWRX_2010_HeadLights_SetAcBu
58709477: 					Car_Volvo_Amazon_1970_TailLights_SetAcBk
43800323: 					Car_Ford_F150Raptor_2017_TailLights_SetAcSm
52610551: 					Car_MercedesBenz_AMGGT_2015_HeadLights_SetAcBu
4250616083: 					Car_Ford_MustangBoss302_1969_HeadLights_SetXK
20969446: 					Car_AstonMartin_Vulcan_2017_HeadLights_SetAcPr
16965119: 					Car_Lamborghini_DiabloSuperVeloce_1995_HeadLights_SetAcPr
40076595: 					Car_Mitsubishi_EvolutionX_2008_TailLights_SetAcSm
31379735: 					Car_Nissan_SilviaSpecR_2002_HeadLights_SetAcRb
10799476: 					Car_LandRover_Defender110_2017_TailLights_SetAcBk
29435108: 					Car_BMW_M2Competition_2018_HeadLights_SetAcSm
59146964: 					Car_LandRover_Defender110_2017_HeadLights_SetBcSm
45090010: 					Car_Porsche_PanameraTurbo_2017_TailLights_SetA
2283438: 					Car_Porsche_PanameraTurbo_2017_TailLights_SetAcSm
2728091666: 					Car_Volkswagen_GolfGti_1974_HeadLights_SetXJ
33156532: 					Car_Plymouth_Barracuda_1970_HeadLights_SetAcPr
41069151: 					Car_Infiniti_Q60S_2017_HeadLights_SetAcYl
62648082: 					Car_Nissan_SkylineGTRVSpecR32_1993_TailLights_SetAcSm
52647930: 					Car_Mercury_Cougar_1967_HeadLights_SetD
2798664833: 					Car_Ford_FocusRS_2015_TailLights_SetA
640020054: 					Car_Volvo_242DL_1975_HeadLights_SetXN
57122296: 					Car_Volvo_Amazon_1970_HeadLights_SetAcYl
30318949: 					Car_Volkswagen_GolfGti_1974_TailLights_SetCcBk
43311460: 					Car_BMW_M3E46_2003_HeadLights_SetAcPr
1427716164: 					Car_Lotus_ExigeS_2006_HeadLights_SetA
2055829140: 					Car_Subaru_BRZPremium_2014_TailLights_SetXL
14459900: 					Car_Dodge_Charger_1969_HeadLights_SetB
4400791: 					Car_Porsche_918Spyder_2015_TailLights_SetAcSm
60167631: 					Car_Mitsubishi_EvolutionX_2008_HeadLights_SetAcSm
53658792: 					Car_Chevrolet_ColoradoZR2_2017_TailLights_SetA
24991289: 					Car_Lamborghini_HuracanLP580_2018_TailLights_SetAcBk
26617481: 					Car_Ford_MustangFoxbody_1990_HeadLights_SetAcPr
29235756: 					Car_AstonMartin_Vulcan_2017_TailLights_SetAcBk
3849178369: 					Car_Ford_MustangBoss302_1969_TailLights_SetA
3842577: 					Car_Chevrolet_BelAir_1955_TailLights_SetA
46139608: 					Car_Lamborghini_MurcielagoSV_2010_HeadLights_SetBcSm
48010089: 					Car_Chevrolet_CorvetteGS_2017_TailLights_SetA
22728758: 					Car_Plymouth_Barracuda_1970_TailLights_SetAcBk
12637776: 					Car_Audi_S5_2017_TailLights_SetAcBk
20284392: 					Car_Koenigsegg_Regera_2015_HeadLights_SetAcSm
4992168: 					Car_Chevrolet_CorvetteZ06_2013_HeadLights_SetAcBu
1449240658: 					Car_Honda_CivicTypeR_2000_HeadLights_SetXJ
2225731841: 					Car_Porsche_718CaymanGTS_2018_TailLights_SetGT4
48317376: 					Car_Honda_CivicTypeR_2015_HeadLights_SetAcRb
13312745: 					Car_Buick_GrandNational_1987_TailLights_SetAcSm
33053756: 					Car_BMW_X6M_2016_HeadLights_SetAcPr
40558789: 					Car_Honda_CivicTypeR_2000_TailLights_SetAcBk
24879941: 					Car_Mazda_MX5_1996_TailLights_SetE
61907771: 					Car_BMW_M4_2017_HeadLights_SetAcSm
62678979: 					Car_Porsche_PanameraTurbo_2017_HeadLights_SetAcRb
52113646: 					Car_Audi_R8V10_2019_TailLights_SetA
55929894: 					Car_Volkswagen_Beetle_1963_HeadLights_SetAcRb
7954431: 					Car_Volkswagen_Beetle_1963_HeadLights_SetAD
813255137: 					Car_McLaren_570S_2015_HeadLights_SetA
30037855: 					Car_MercedesBenz_AMGG63_2017_TailLights_SetAcSm
4345077: 					Car_Infiniti_Q60S_2017_TailLights_SetA
61141717: 					Car_BMW_M5_2017_TailLights_SetAcSm
48055519: 					Car_AlfaRomeo_GiuliaQV_2016_HeadLights_SetAcSm
30818435: 					Car_McLaren_P1_2014_HeadLights_SetAcPr
40546956: 					Car_Nissan_370Z_2019_TailLights_SetAcBk
13628161: 					Car_BMW_M3E46_2003_TailLights_SetAcBk
#########################



###WingMirrorsItemData###
2557772523: 					Car_Nissan_SkylineGTRVspecR34_1999_Mirrors_SetA
61544116: 					Car_Mitsubishi_EvolutionX_2008_Mirrors_SetA
34185700: 					Car_Volkswagen_GolfGTi_2016_Mirrors_SetA
59618934: 					Car_Volvo_Amazon_1970_Mirrors_SetXT
3067524: 					Car_Porsche_CarreraS_2014_Mirrors_SetF
26938040: 					Car_Plymouth_Barracuda_1970_Mirrors_SetXA
48605391: 					Car_Mercury_Cougar_1967_Mirrors_SetXS
2182997: 					Car_MercedesBenz_AMGGT_2015_Mirrors_SetXV
15382123: 					Car_Mazda_MX5_1996_Mirrors_SetXT
51385150: 					Car_MercedesBenz_AMGA45_2016_Mirrors_SetXT
32648783: 					Car_Plymouth_Barracuda_1970_Mirrors_SetXB
4166590200: 					Car_Honda_CivicTypeR_2000_Mirrors_SetXT
34191077: 					Car_BMW_M5_2017_Mirrors_SetB
21641557: 					Car_Nissan_350Z_2006_Mirrors_SetD
3239040: 					Car_RangeRover_SportSVR_2018_Mirrors_SetB
39634084: 					Car_Mitsubishi_EvolutionX_2008_Mirrors_SetB
53800102: 					Car_Buick_GrandNational_1987_Mirrors_SetA
57721050: 					Car_Lamborghini_Countach_1989_Mirrors_SetA
65827393: 					Car_Pagani_HuayraBC_2017_Mirrors_SetXT
4083944043: 					Car_Porsche_911CarreraRSR_1974_Mirrors_SetA
2592696534: 					Car_Lamborghini_HuracanLP580_2018_Mirrors_SetB
3977872205: 					Car_Ford_MustangBoss302_1969_Mirrors_SetXT
63029848: 					Car_Jaguar_FTypeRCoupe_2015_Mirrors_SetC
1743241608: 					Car_Mazda_MX5_1996_Mirrors_SetB
66465439: 					Car_Chevrolet_BelAir_1955_Mirrors_SetXT
914966186: 					Car_Chevrolet_CamaroZ28_2014_Mirrors_SetXS
3144252583: 					Car_Acura_RSXS_2004_Mirrors_SetXU
25207783: 					Car_Generic_SemiTruck_2017_Mirrors_SetA
623179: 					Car_Porsche_9912GTRS_2018_Mirrors_SetA
535995: 					Car_Mazda_MX5_1996_Mirrors_SetXS
2916860885: 					Car_Lamborghini_AventadorLP7404S_2018_Mirrors_SetA
3652416757: 					Car_BMW_M2Competition_2018_Mirrors_SetA
11530082: 					Car_AstonMartin_DB5_1964_Mirrors_SetXV
1313351626: 					Car_Honda_S2000UltimateEdition_2009_Mirrors_SetXS
3775649138: 					Car_Nissan_Fairlady240ZG_1971_Mirrors_SetF
27610819: 					Car_Subaru_ImprezaWRX_2010_Mirrors_SetXF
3221734517: 					Car_Honda_NSXTypeR_1992_Mirrors_SetA
40431242: 					Car_Subaru_ImprezaWRXSTi_2006_Mirrors_SetA
24777434: 					Car_Pagani_HuayraBC_2017_Mirrors_SetD
32683975: 					Car_Subaru_ImprezaWRXSTi_2006_Mirrors_SetE
4018298647: 					Car_Volvo_242DL_1975_Mirrors_SetC
